ID,KOR,ENG
RNDEVT5_SUC2INFO,체력 회복 +10,
RNDEVT6_SUC2INFO,,
RNDEVT7_SUC2INFO,,
RNDEVT8_SUC2INFO,체력 회복 +10,
RNDEVT9_SUC2INFO,"스태미나 소모 -10
아이템 획득-오일",
RNDEVT10_SUC2INFO,,
RNDEVT11_SUC2INFO,아이템 획득-고기,
RNDEVT12_SUC2INFO,체력 회복 +10,
RNDEVT13_SUC2INFO,아이템 획득-오일,
RNDEVT14_SUC2INFO,,
RNDEVT15_SUC2INFO,,
RNDEVT16_SUC2INFO,,
RNDEVT17_SUC2INFO,스태미나 회복 +10,
RNDEVT18_SUC2INFO,스태미나 회복 +5,
RNDEVT19_SUC2INFO,스태미나 회복 +5,
RNDEVT20_SUC2INFO,,
RNDEVT21_SUC2INFO,,
RNDEVT22_SUC2INFO,무작위 재료 잃음,
RNDEVT23_SUC2INFO,,
RNDEVT24_SUC2INFO,,
RNDEVT25_SUC2INFO,스태미나 회복 +5,
RNDEVT26_SUC2INFO,,
RNDEVT27_SUC2INFO,,
RNDEVT28_SUC2INFO,,
RNDEVT29_SUC2INFO,,
RNDEVT30_SUC2INFO,무작위 재료 획득,
RNDEVT31_SUCINFO,1턴 소모,
RNDEVT32_SUCINFO,,
RNDEVT33_SUCINFO,,
RNDEVT34_SUCINFO,"아이템 소모
아이템 획득",
RNDEVT35_SUCINFO,,
RNDEVT36_SUCINFO,,
RNDEVT37_SUCINFO,스태미나 회복 +10/1턴 소모,
RNDEVT38_SUCINFO,,
RNDEVT39_SUCINFO,무작위 재료 잃음,
RNDEVT40_SUCINFO,,
RNDEVT1_FAIL2INFO,,
RNDEVT2_FAIL2INFO,1턴 소모,
RNDEVT3_FAIL2INFO,,
RNDEVT4_FAIL2INFO,스태미나 소모 -10,
RNDEVT5_FAIL2INFO,체력 소모 -10,
RNDEVT6_FAIL2INFO,전투 시작,
RNDEVT7_FAIL2INFO,무작위 재료 획득,
RNDEVT8_FAIL2INFO,체력 소모 -10,
RNDEVT9_FAIL2INFO,스태미나 소모 -10,
RNDEVT10_FAIL2INFO,체력 소모 -10,
RNDEVT11_FAIL2INFO,,
RNDEVT12_FAIL2INFO,체력 소모 -10,
RNDEVT13_FAIL2INFO,,
RNDEVT14_FAIL2INFO,,
RNDEVT15_FAIL2INFO,,
RNDEVT16_FAIL2INFO,,
RNDEVT17_FAIL2INFO,,
RNDEVT18_FAIL2INFO,스태미나 소모 -5,
RNDEVT19_FAIL2INFO,스태미나 소모 -10,
RNDEVT20_FAIL2INFO,스태미나 소모 -10,
RNDEVT21_FAIL2INFO,체력 소모 -10,
RNDEVT22_FAIL2INFO,체력 소모 -10,
RNDEVT23_FAIL2INFO,무작위 재료 잃음,
RNDEVT24_FAIL2INFO,,
RNDEVT25_FAIL2INFO,스태미나 소모 -10,
RNDEVT26_FAIL2INFO,전투 시작 시작,
RNDEVT27_FAIL2INFO,,
RNDEVT28_FAIL2INFO,,
RNDEVT29_FAIL2INFO,,
RNDEVT30_FAIL2INFO,,
RNDEVT31_FAIL2INFO,1턴 소모,
RNDEVT32_FAIL2INFO,,
RNDEVT33_FAIL2INFO,,
RNDEVT34_FAIL2INFO,아이템 소모-약초,
RNDEVT35_FAIL2INFO,,
RNDEVT36_FAIL2INFO,,
RNDEVT37_FAIL2INFO,1턴 소모,
RNDEVT38_FAIL2INFO,"체력 소모 -10
1턴 소모",
RNDEVT39_FAIL2INFO,,
RNDEVT40_FAIL2INFO,,
RNDEVT1_SUC3INFO,,
RNDEVT2_SUC3INFO,,
RNDEVT3_SUC3INFO,,
RNDEVT4_SUC3INFO,,
RNDEVT5_SUC3INFO,,
RNDEVT6_SUC3INFO,,
RNDEVT7_SUC3INFO,,
RNDEVT8_SUC3INFO,,
RNDEVT9_SUC3INFO,,
RNDEVT10_SUC3INFO,,
RNDEVT11_SUC3INFO,,
RNDEVT12_SUC3INFO,,
RNDEVT13_SUC3INFO,,
RNDEVT14_SUC3INFO,,
RNDEVT15_SUC3INFO,,
RNDEVT16_SUC3INFO,,
RNDEVT17_SUC3INFO,,
RNDEVT18_SUC3INFO,,
RNDEVT19_SUC3INFO,,
RNDEVT20_SUC3INFO,,
RNDEVT21_SUC3INFO,,
RNDEVT22_SUC3INFO,,
RNDEVT23_SUC3INFO,,
RNDEVT24_SUC3INFO,,
RNDEVT25_SUC3INFO,,
RNDEVT26_SUC3INFO,,
RNDEVT27_SUC3INFO,,
RNDEVT28_SUC3INFO,,
RNDEVT29_SUC3INFO,,
RNDEVT30_SUC3INFO,,
RNDEVT31_SUC3INFO,,
RNDEVT32_SUC3INFO,,
RNDEVT33_SUC3INFO,,
RNDEVT34_SUC3INFO,,
RNDEVT35_SUC3INFO,,
RNDEVT36_SUC3INFO,,
RNDEVT37_SUC3INFO,,
RNDEVT38_SUC3INFO,,
RNDEVT39_SUC3INFO,,
RNDEVT40_SUC3INFO,,
RNDEVT1_FAIL3INFO,,
RNDEVT2_FAIL3INFO,,
RNDEVT3_FAIL3INFO,,
RNDEVT4_FAIL3INFO,,
RNDEVT5_FAIL3INFO,,
RNDEVT6_FAIL3INFO,,
RNDEVT7_FAIL3INFO,,
RNDEVT8_FAIL3INFO,,
RNDEVT9_FAIL3INFO,,
RNDEVT10_FAIL3INFO,,
RNDEVT11_FAIL3INFO,,
RNDEVT12_FAIL3INFO,,
RNDEVT13_FAIL3INFO,,
RNDEVT14_FAIL3INFO,,
RNDEVT15_FAIL3INFO,,
RNDEVT16_FAIL3INFO,,
RNDEVT17_FAIL3INFO,,
RNDEVT18_FAIL3INFO,,
RNDEVT19_FAIL3INFO,,
RNDEVT20_FAIL3INFO,,
RNDEVT21_FAIL3INFO,,
RNDEVT22_FAIL3INFO,,
RNDEVT23_FAIL3INFO,,
RNDEVT24_FAIL3INFO,,
RNDEVT25_FAIL3INFO,,
RNDEVT26_FAIL3INFO,,
RNDEVT27_FAIL3INFO,,
RNDEVT28_FAIL3INFO,,
RNDEVT29_FAIL3INFO,,
RNDEVT30_FAIL3INFO,,
RNDEVT31_FAIL3INFO,,
RNDEVT32_FAIL3INFO,,
RNDEVT33_FAIL3INFO,,
RNDEVT34_FAIL3INFO,,
RNDEVT35_FAIL3INFO,,
RNDEVT36_FAIL3INFO,,
RNDEVT37_FAIL3INFO,스태미나 소모 -5,
RNDEVT38_FAIL3INFO,,
RNDEVT39_FAIL3INFO,,
RNDEVT40_FAIL3INFO,,
